Crop,Variety,Region,Season,Soil_Type,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Yield
Wheat,Durum,Uttar Pradesh,Rabi,Peaty,56.29136037,12.57944011,45.31947391,39.98899341,49.67138291,4.722707095,114.5335613,3427.89
Sugarcane,Co 0238,Maharashtra,Rabi,Clay,89.44041566,11.32988366,27.20948182,19.74066962,97.82633557,5.106985547,54.7852112,67114.3
Rice,Arborio,Tamil Nadu,Kharif,Silt,13.01545585,47.46989666,27.37524621,23.98894695,30.18383045,8.410988407,209.6313233,4953.72
Wheat,Durum,Punjab,Rabi,Peaty,137.7083353,52.34037679,27.01898764,17.41745423,54.72041601,8.301477917,24.11828796,4019.61
Tomato,Roma,Karnataka,Rabi,Silt,33.3969499,76.66458662,70.11968322,11.42411484,41.07191378,7.278862327,308.6249216,36939.03
Maize,Dent,Uttar Pradesh,Zaid,Clay,10.65245989,31.59141336,71.9812926,16.15681444,44.22068052,8.060116547,121.8619864,5084.95
Potato,Red,Madhya Pradesh,Rabi,Loamy,55.83456419,42.57518278,68.68659949,18.85215897,36.39856228,7.286993967,84.07860768,23897.91
Maize,Dent,Madhya Pradesh,Rabi,Silt,90.34275925,9.231098104,20.12348997,18.30269574,85.71133357,7.43921585,59.50610162,6124.29
Sugarcane,Co 0238,Karnataka,Kharif,Silt,28.61736276,45.2666732,97.89356707,33.28806954,81.97080423,6.448792359,330.8628268,108222.32
Potato,Russet,West Bengal,Rabi,Saline,51.24856315,63.44436388,43.01325026,30.25616206,90.89953194,5.673364416,346.5956649,24417.1
Maize,Sweet,Karnataka,Kharif,Clay,34.37261623,10.70273085,22.55558503,11.56224289,66.62751977,5.500271236,107.6588043,4903.82
Wheat,Hard Red,Haryana,Rabi,Clay,116.1476048,31.74756962,51.35119039,31.87308211,31.01174859,6.944698192,180.833354,5814.5
Wheat,Durum,Rajasthan,Rabi,Peaty,141.688688,81.60538566,85.02381773,33.48118116,49.71492445,5.029431769,23.53375494,3975.61
Potato,Russet,Haryana,Rabi,Clay,134.3679768,29.19131882,47.03483364,10.92405119,78.44294083,5.585503234,393.4259999,33655.52
Sugarcane,Co 99004,Tamil Nadu,Kharif,Clay,97.23775817,88.93600915,95.72063092,34.0203617,82.96018011,7.951899391,124.8305721,105936.75
Sugarcane,Co 86032,Karnataka,Kharif,Saline,66.59959799,66.97416752,16.37831697,32.14224773,73.12532184,7.179118949,305.2378941,70788.86
Wheat,Durum,Madhya Pradesh,Rabi,Silt,32.66691767,65.90010739,33.8903319,32.93031139,59.26349886,8.169347402,126.547035,3599.24
Rice,Arborio,Uttar Pradesh,Kharif,Clay,104.6276838,68.1041795,54.91970003,38.79670832,75.29787595,6.282732527,306.3584916,8465.03
Potato,Russet,Madhya Pradesh,Zaid,Silt,94.96943634,70.94523591,95.77181964,25.09721864,32.62716605,5.479822711,267.7278592,33383.75
Sugarcane,Co 0238,Andhra Pradesh,Kharif,Silt,42.66952122,18.49932895,28.16464241,25.49255755,55.3256404,5.206123523,62.64915331,73333.88
Tomato,Cherry,Andhra Pradesh,Rabi,Loamy,134.7992671,26.02423786,73.41998569,18.47015541,65.57041904,7.034687672,244.6616262,39922.5
Maize,Flint,Madhya Pradesh,Rabi,Silt,15.93913743,89.67254596,50.58552529,25.96409775,76.97416241,6.917424291,216.6075586,6591.2
Potato,Russet,Madhya Pradesh,Zaid,Clay,138.9498549,28.46038801,11.0819732,25.92545292,68.51434821,8.27692099,166.7188463,21806.77
Sugarcane,Co 99004,Andhra Pradesh,Kharif,Saline,34.09490648,60.07702171,59.44120705,15.15940546,43.092937,7.600044454,233.4094085,71068.36
Tomato,Roma,Maharashtra,Kharif,Clay,110.6280684,67.87731375,50.00358039,20.92680882,50.85047939,8.149968572,319.2214758,38613.7
Rice,Arborio,Andhra Pradesh,Kharif,Saline,123.1561483,46.227477,24.14488083,29.26395046,50.64880022,5.509968389,329.307401,5258.85
Sugarcane,Co 99004,Uttar Pradesh,Rabi,Peaty,89.8968719,12.30825359,56.45174846,16.996731,45.44157616,6.937409911,124.234938,83789.04
Maize,Sweet,Karnataka,Zaid,Peaty,125.8768362,82.37549405,29.82015036,21.98093114,94.59105514,5.104945539,316.194141,6132.43
Maize,Dent,Uttar Pradesh,Rabi,Silt,117.7331263,35.8772613,75.76004692,13.61552821,36.25941343,5.946458308,89.5770103,7809.22
Sugarcane,Co 86032,Karnataka,Kharif,Peaty,67.72712869,17.19507825,92.33007157,42.02653439,81.24782637,6.016797093,244.8107132,82853.31
Potato,Red,Haryana,Rabi,Silt,23.06991948,64.8400728,80.9846404,15.32070475,85.97265815,4.859549392,208.9182483,27309.05
Tomato,Roma,Tamil Nadu,Zaid,Peaty,142.6101373,36.05266352,63.77265204,39.27162367,99.93319193,4.661440232,313.3859065,31136.21
Tomato,Roma,Maharashtra,Kharif,Clay,98.40899599,63.90102516,47.70627084,13.81657883,86.0882331,5.704127731,329.3962746,41505.11
Potato,Russet,Haryana,Rabi,Loamy,26.96935525,65.35593244,30.95527555,39.37932699,91.73709546,6.624969961,270.3370144,30352.5
Tomato,Cherry,Karnataka,Rabi,Silt,105.483836,55.35553854,59.59476312,23.95028609,68.93761013,5.945884051,267.4627982,39914.21
Maize,Sweet,Rajasthan,Rabi,Clay,19.43290108,23.25943159,37.1831766,23.5148707,69.59115999,8.032184766,260.3635824,4726.45
Rice,Arborio,Tamil Nadu,Kharif,Silt,74.72853638,48.16860574,30.59775969,39.34636842,91.89100176,5.341688288,70.07056264,5399.41
Potato,Yukon Gold,Haryana,Rabi,Loamy,69.19064848,12.73780105,92.93445581,31.89700511,41.65837945,6.459438488,96.40921932,32033.29
Wheat,Hard Red,Punjab,Rabi,Clay,98.95226387,38.94078157,70.32656709,40.13971355,34.21045161,7.124690569,32.16067098,5142.56
Tomato,Cherry,Madhya Pradesh,Rabi,Loamy,129.5819271,17.07096405,36.73082704,22.84337265,84.60410358,7.545607814,160.8285219,31538.05
Wheat,Soft Red,Uttar Pradesh,Rabi,Loamy,111.998488,13.33536057,45.88242144,33.93188614,59.82470407,7.206287744,191.663855,5745.26
Rice,Arborio,Andhra Pradesh,Kharif,Silt,94.14811284,80.32456568,83.65384632,39.05556581,67.11722002,4.961776464,277.8003479,8184.15
Tomato,Cherry,Maharashtra,Kharif,Clay,53.33075687,20.41008843,78.8994213,17.55924227,31.9019521,6.253835534,146.2891475,29163.47
Maize,Dent,Madhya Pradesh,Kharif,Silt,31.12092489,75.4827081,73.11484252,25.80162908,85.0583976,7.40921569,313.7190118,8550.36
Rice,Jasmine,Tamil Nadu,Kharif,Saline,84.83345366,49.6287176,14.75830993,23.71808293,55.27629485,8.283400631,171.9437473,3979.08
Rice,Jasmine,Tamil Nadu,Kharif,Sandy,88.81457195,85.53295446,50.42536471,34.76790333,30.42466169,5.332111659,112.4992396,4933.04
Maize,Flint,Maharashtra,Kharif,Saline,39.74043756,78.44060647,60.72103093,28.65215981,86.75210572,5.41846165,40.72415866,4466.43
Wheat,Durum,Rajasthan,Rabi,Saline,95.06210717,34.38213388,47.33554865,13.39537453,67.48814493,5.956049519,369.8566524,3810.29
Tomato,Beefsteak,Andhra Pradesh,Kharif,Loamy,77.36125966,22.13756151,44.02958133,31.73523435,93.43680542,5.143730116,234.0330242,40546.08
Sugarcane,Co 86032,Uttar Pradesh,Kharif,Silt,137.5022036,8.937650908,66.26673545,22.34527251,31.47059217,7.372951105,340.6452107,106604.44
Potato,Russet,Madhya Pradesh,Zaid,Peaty,39.89475146,61.82503811,96.97584876,24.62957847,64.8535405,6.083493827,239.1882891,26085.56
Potato,Yukon Gold,Haryana,Rabi,Silt,14.38283179,25.23173436,68.92832311,10.08455883,60.44476279,7.954987528,389.5615706,30484.78
Potato,Russet,West Bengal,Rabi,Peaty,65.54897974,7.753204465,86.82119494,26.55768749,87.0321682,7.194025082,385.0425526,30341.29
Rice,Arborio,Andhra Pradesh,Kharif,Sandy,119.8024246,52.9253866,59.09848334,23.73509042,44.54759348,5.543866506,225.347442,6410.32
Sugarcane,Co 86032,Andhra Pradesh,Kharif,Silt,81.63315884,48.5552922,53.25993208,41.66408136,49.67795971,7.191946272,157.9770198,91588.75
Tomato,Cherry,Andhra Pradesh,Kharif,Saline,24.76989925,44.52907191,71.25134556,36.30101545,83.38613921,7.897810335,331.8692511,23190.8
Tomato,Roma,Karnataka,Rabi,Silt,21.01172456,23.7563079,16.33492008,31.19967218,38.95213038,6.261191674,30.80705139,22901.95
Wheat,Soft Red,Madhya Pradesh,Rabi,Saline,145.9905158,27.8376863,84.72034017,31.08503769,58.88329511,4.623778612,302.8277442,4300.65
Sugarcane,Co 86032,Maharashtra,Kharif,Saline,113.7244314,68.43914273,28.93248811,12.9092371,51.19808784,6.870673809,180.1554237,64976.1
Potato,Red,Haryana,Rabi,Clay,143.4557017,86.08190915,57.13223411,16.57516022,32.18355715,7.218034901,21.88522206,27644
Sugarcane,Co 99004,Tamil Nadu,Kharif,Saline,30.15300024,47.1003937,58.73913729,25.27114522,96.90464414,8.239676302,256.9686958,66971.69
Sugarcane,Co 99004,Maharashtra,Rabi,Peaty,76.94445423,32.81455504,85.99728019,20.23224692,33.99226605,7.959913091,356.5150783,94326.72
Sugarcane,Co 99004,Maharashtra,Kharif,Loamy,70.65824896,34.28019851,10.01687619,23.19795039,68.87913367,4.788672529,138.1493614,85588.03
Wheat,Durum,Punjab,Rabi,Sandy,27.09797375,63.5602617,55.15028612,36.3074002,70.99095172,5.66022442,334.5707295,4574.38
Wheat,Durum,Rajasthan,Rabi,Saline,75.00968553,79.57921427,30.75220742,41.97651878,64.80680198,8.14964762,228.9825326,3194.68
Maize,Flint,Madhya Pradesh,Kharif,Sandy,119.4146102,73.4585566,64.93101949,13.2172231,48.07568579,5.645753911,107.850144,5991.17
Maize,Sweet,Maharashtra,Kharif,Clay,110.1686778,11.8664389,34.8297643,19.41993822,98.98604353,7.626028771,172.0606544,5831.55
Potato,Red,Uttar Pradesh,Zaid,Saline,9.106926347,17.62029376,81.36551795,26.14446028,60.23386466,5.074774243,209.9199229,16025.16
Tomato,Cherry,Madhya Pradesh,Rabi,Peaty,10.06974019,14.26068423,77.13706533,39.66396742,90.38796108,4.554472133,95.93671415,18184.42
Maize,Flint,Karnataka,Rabi,Sandy,83.38547183,87.77408857,43.07142784,35.71524059,30.29221123,7.076324089,349.5487066,7274.86
Maize,Dent,Karnataka,Kharif,Sandy,45.41664216,64.52026452,59.39293973,24.12639175,93.93699787,8.311380936,92.51925108,5391.33
Tomato,Cherry,Tamil Nadu,Kharif,Clay,107.8687595,84.10518023,45.37119917,26.398549,31.10037372,8.27445582,30.22220952,30385.86
Potato,Russet,Haryana,Zaid,Peaty,62.04540017,76.8870169,74.49719786,31.61015814,32.15237114,7.581566515,398.345233,31193.58
Wheat,Hard Red,Uttar Pradesh,Rabi,Saline,83.31702552,75.22563313,98.08020522,24.6703745,31.93705341,8.153697353,355.5548185,5279.44
Maize,Sweet,Uttar Pradesh,Zaid,Clay,14.14440324,58.52925458,84.31673422,12.12551235,49.39497567,5.653791465,271.3729852,5894.52
Wheat,Soft Red,Punjab,Rabi,Peaty,35.58058222,77.0821665,16.97041888,35.19623475,52.00434145,6.939640807,264.7659769,5085.89
Maize,Flint,Rajasthan,Kharif,Clay,139.8282082,31.49356727,49.24835339,42.37968104,91.11109778,5.617075231,325.9440019,6619.12
Maize,Sweet,Madhya Pradesh,Kharif,Silt,103.8265478,63.2115559,12.09608489,28.92353626,82.50119428,6.773613215,204.1228191,7349.22
Potato,Red,West Bengal,Rabi,Clay,101.0975244,56.40293479,53.77385618,31.71644018,98.99063254,6.2794798,275.9164588,32849.97
Tomato,Roma,Tamil Nadu,Zaid,Saline,113.0979203,12.43127252,31.27113237,10.01070592,66.97884225,6.208655738,34.85266631,19192.79
Rice,Arborio,Punjab,Kharif,Clay,72.433997,19.21155394,66.5198147,29.24387605,94.1973438,8.23508656,287.3734408,6722.64
Sugarcane,Co 0238,Andhra Pradesh,Kharif,Peaty,17.40333201,6.671650934,33.89358125,33.57763229,97.31733367,7.11860156,81.6834027,54675.3
Tomato,Roma,Maharashtra,Rabi,Loamy,79.03297428,74.49600619,11.39302344,29.98253254,46.70903535,5.068942013,43.35628392,28969.33
Sugarcane,Co 0238,Karnataka,Rabi,Silt,69.65805467,82.173225,21.85887097,25.65643999,77.24090671,7.40495823,41.90515051,82861.25
Rice,Basmati,Tamil Nadu,Kharif,Peaty,147.2848806,75.78394872,39.86745965,33.33555951,79.82492611,5.473466976,53.2178726,4563.15
Maize,Flint,Maharashtra,Zaid,Silt,113.8272405,33.4430623,52.36519413,22.31592433,59.60528602,6.943940589,98.03329669,6149.2
Wheat,Hard Red,Haryana,Rabi,Loamy,12.0039921,42.12238668,71.27990833,42.66299512,63.9772922,6.671094027,236.8413442,6034.96
Sugarcane,Co 99004,Tamil Nadu,Rabi,Saline,143.8905207,46.04726356,96.76568101,41.82625435,33.29304569,5.679830717,228.5688271,82541.03
Rice,Basmati,Tamil Nadu,Zaid,Peaty,139.2824639,55.74073747,40.8975328,21.15088864,98.00809862,8.308556891,150.5153282,4272.9
Sugarcane,Co 86032,Karnataka,Rabi,Sandy,70.99837686,76.87808752,59.80649737,16.77752192,49.62945469,8.080230594,264.5436051,79162.65
Wheat,Soft Red,Haryana,Rabi,Sandy,113.6931348,17.16903258,91.96048701,43.74335955,64.33334696,5.467616896,197.4914746,4831.28
Rice,Jasmine,Tamil Nadu,Zaid,Clay,75.83428193,35.28215164,83.825411,13.63855503,65.94150409,4.763508698,157.2072604,5217.53
Maize,Dent,Rajasthan,Kharif,Sandy,54.95561541,37.91775841,39.45727706,36.69381898,80.38044722,5.03136733,121.93628,5284.54
Maize,Sweet,Madhya Pradesh,Kharif,Clay,91.93556134,45.30967736,81.64605194,30.49299753,85.1098234,7.945264888,232.1894173,7293.47
Potato,Yukon Gold,Punjab,Rabi,Clay,28.05011984,24.53465034,67.43088102,23.1530892,77.4895318,7.138570961,270.9930369,30372.64
Wheat,Hard Red,Uttar Pradesh,Rabi,Sandy,133.4291708,43.85066996,82.36565802,41.04928835,96.24106617,5.76199575,302.8720677,5980.65
Potato,Red,Punjab,Zaid,Loamy,61.32953727,26.43060384,15.81947402,10.57064664,30.25869062,6.942161232,377.9711154,28435.8
Maize,Flint,Madhya Pradesh,Kharif,Loamy,65.69212777,33.6682248,48.05365349,11.5849512,99.08079767,8.116046795,155.0689811,6413.94
Potato,Red,Haryana,Rabi,Saline,120.2916828,41.05520311,69.08516223,21.13907438,69.2668003,7.781906034,222.4962017,24818.34
Sugarcane,Co 99004,Uttar Pradesh,Kharif,Saline,115.2929836,7.558275449,93.07443435,17.24211563,87.17036788,4.857281757,248.6970173,79347.8
Sugarcane,Co 99004,Andhra Pradesh,Rabi,Saline,85.12502409,12.87173898,50.59473026,40.04339758,87.98996443,7.863297123,234.6264361,64715.88
Rice,Basmati,Uttar Pradesh,Kharif,Silt,89.76925519,71.29030487,89.47287359,21.62746925,50.41795105,6.454960349,284.2909175,7813.19
Wheat,Soft Red,Punjab,Rabi,Clay,60.10179526,11.97404619,22.33662984,16.80890201,46.60348406,6.836086597,367.0498845,5532.55
Wheat,Durum,Punjab,Rabi,Clay,108.1399334,29.65825297,65.32927537,16.00987827,47.64910604,5.392405205,238.5845735,5824.41
Potato,Yukon Gold,Uttar Pradesh,Zaid,Sandy,49.07345109,32.6767827,47.19824668,30.4291646,47.77255832,4.742148899,29.99738144,18383.1
Maize,Dent,Uttar Pradesh,Kharif,Sandy,85.47545318,50.85456646,95.71135457,42.73566193,71.69430387,7.305984692,337.4751639,8899.03
Maize,Flint,Madhya Pradesh,Rabi,Silt,21.06885785,67.69053112,51.06776404,27.24400796,69.31007774,6.311902449,285.0063957,6984.19
Wheat,Hard Red,Madhya Pradesh,Rabi,Sandy,117.7170853,88.3567675,74.57301869,33.22769345,74.16257023,7.343132394,203.3108276,5392.04
Maize,Flint,Karnataka,Rabi,Silt,45.84254805,26.64546187,92.02112712,20.38531525,87.54938772,7.99643204,273.0167163,6333.83
Wheat,Durum,Madhya Pradesh,Rabi,Saline,13.63191664,43.29022446,96.32044291,22.68530679,90.48152583,8.183441076,123.4054349,2758.99
Maize,Dent,Uttar Pradesh,Kharif,Clay,94.93907153,41.53217419,90.92946314,12.08766616,39.90316885,4.858163211,46.07099512,7388.02
Potato,Red,West Bengal,Rabi,Peaty,117.351142,80.67396496,12.05920481,34.00871972,35.14638729,7.817372969,106.9168108,23060.28
Potato,Yukon Gold,Punjab,Zaid,Saline,110.7066107,14.69827131,79.58680621,25.93580553,89.73957629,8.033766412,289.1844438,24638.78
Sugarcane,Co 99004,Karnataka,Kharif,Silt,111.7699997,29.99518886,18.16723664,23.89261467,61.61940427,8.264726741,105.3420966,82411.78
Sugarcane,Co 86032,Karnataka,Rabi,Sandy,34.17392774,53.3515579,38.48750206,31.40123801,64.937105,8.474561197,141.2545275,61474
Rice,Basmati,West Bengal,Kharif,Sandy,6.209841832,69.00143764,69.51473066,25.40584176,33.07427021,7.034554454,356.8803215,4928.99
Sugarcane,Co 86032,Uttar Pradesh,Kharif,Sandy,62.05483308,21.97641472,23.85085396,16.45456704,51.34290101,6.063928644,191.2222609,74747.48
Potato,Russet,Uttar Pradesh,Rabi,Saline,54.93937464,49.16094747,59.8345655,11.03697607,52.68136571,5.543788438,126.0696447,18788.19
Tomato,Beefsteak,Madhya Pradesh,Rabi,Loamy,128.379087,5.37936856,28.11710567,14.56455758,92.26868557,6.892678743,263.1172885,37107.67
Rice,Basmati,Andhra Pradesh,Kharif,Clay,137.1073869,27.87953769,96.6217962,44.57028775,57.46065589,7.834541405,159.4346376,5461.09
Tomato,Roma,Andhra Pradesh,Rabi,Clay,135.3857577,51.98272986,80.96890011,29.97347742,40.0204394,5.929757,145.8867871,37170.06
Tomato,Roma,Karnataka,Zaid,Silt,81.19065943,81.381948,87.35264783,16.38953208,77.37254763,5.722308808,207.5366748,37967.15
Sugarcane,Co 99004,Andhra Pradesh,Rabi,Saline,68.8284293,69.16141756,17.09958726,13.99667463,51.97347134,8.103335531,256.8934155,68032.84
Rice,Jasmine,Punjab,Kharif,Saline,132.1102831,64.27436674,24.72942641,20.0897179,73.68040274,4.996069735,79.96457312,4320.74
Maize,Flint,Uttar Pradesh,Zaid,Clay,86.54944893,88.58822659,19.93304565,19.34934406,64.55968155,5.262703963,331.8398617,7009.27
Tomato,Cherry,Tamil Nadu,Kharif,Loamy,72.38967237,83.62014863,85.73154754,19.71872125,81.26284409,6.242408356,173.2999483,44357.48
Potato,Yukon Gold,West Bengal,Rabi,Clay,20.76260819,82.9626428,85.44731,40.97367946,75.05334193,7.314657512,61.07236607,26481.3
Maize,Flint,Rajasthan,Kharif,Silt,18.98496941,67.02578978,92.67776711,22.34850105,32.19908603,8.087267228,344.7456802,6704.25
Wheat,Soft Red,Uttar Pradesh,Rabi,Clay,5.440287291,34.4796431,44.70933238,22.81917468,78.5479846,5.553294107,204.2358734,4370.41
Potato,Yukon Gold,Haryana,Rabi,Loamy,52.83980924,16.8370666,42.33442472,31.7317508,54.09260326,8.465074256,88.26635001,25479.25
Maize,Sweet,Uttar Pradesh,Rabi,Peaty,92.04801698,43.71387678,90.96420636,38.40082819,79.10500468,5.060890848,371.4802088,7181.99
Sugarcane,Co 86032,Uttar Pradesh,Rabi,Sandy,28.82625094,63.6513568,72.93932557,43.05054079,47.23953821,6.549240847,388.599728,82454.96
Maize,Flint,Madhya Pradesh,Kharif,Peaty,137.589657,14.74831577,56.93230612,22.44286631,65.35901406,5.632616611,71.70925071,5915.62
Wheat,Hard Red,Haryana,Rabi,Sandy,135.3992791,60.11588835,17.82816863,17.82312121,55.65509688,4.886950511,254.9082865,5278.62
Potato,Yukon Gold,West Bengal,Rabi,Sandy,24.29992426,89.65864217,34.88333832,29.70203121,69.41624136,5.088533616,122.4426565,22732.75
Rice,Arborio,Uttar Pradesh,Kharif,Saline,94.369427,55.21484475,68.24580334,15.90225822,86.84935514,5.017261694,232.4833898,5238.15
Potato,Russet,Uttar Pradesh,Rabi,Silt,26.10436997,82.53383191,24.70514303,20.55210128,35.80989405,5.229949269,330.4176163,29612.93
Rice,Jasmine,West Bengal,Zaid,Sandy,84.554447,63.91606308,43.6390694,28.47728453,70.69921694,6.02119653,156.7150876,5017.41
Maize,Flint,Maharashtra,Rabi,Saline,79.15638319,84.83199747,64.94956149,40.21975264,31.1351596,4.718022352,71.09317212,4606.63
Rice,Arborio,Andhra Pradesh,Kharif,Peaty,27.88978791,40.40291798,89.45451488,42.19552286,64.3982301,6.268383721,334.4459783,6179.06
Wheat,Durum,Punjab,Rabi,Saline,16.43533954,84.32098254,28.81497046,13.5787578,80.84140266,4.959088895,129.8590349,3184.41
Wheat,Durum,Rajasthan,Rabi,Clay,14.45265554,71.70260473,52.09826939,25.96743237,55.47143114,8.269664003,371.9419454,4155.72
Tomato,Beefsteak,Maharashtra,Kharif,Saline,24.06146381,44.1094335,45.39586992,33.96632214,87.12096664,7.584228217,286.78424,25217.65
Maize,Flint,Uttar Pradesh,Kharif,Saline,128.021569,65.01187145,60.16695675,21.28408294,36.59371119,6.931564254,218.0356915,6613.99
Potato,Yukon Gold,Uttar Pradesh,Rabi,Peaty,73.84170499,41.5653174,19.9914487,20.37535645,63.89757815,7.008271643,81.43455158,25463.05
Rice,Arborio,Punjab,Kharif,Saline,146.3746735,28.73732629,75.47087719,32.50674518,56.88634498,6.059225538,127.0913208,5290.33
Rice,Arborio,Tamil Nadu,Zaid,Loamy,125.3798633,7.545412216,60.07689881,40.02409251,34.79045841,6.198448705,158.7118972,5897.4
Wheat,Soft Red,Punjab,Rabi,Clay,14.11124032,5.260991713,56.17237431,23.94340798,78.69224622,5.308401619,58.6887989,3792.42
Wheat,Hard Red,Punjab,Rabi,Sandy,128.97742,29.06272052,94.74116604,24.44530289,68.77962812,5.773016125,392.4495768,6304.83
Wheat,Hard Red,Uttar Pradesh,Rabi,Peaty,73.88563389,81.93984198,31.04860341,29.13776425,96.21847365,5.492765012,369.2381691,5653.54
Wheat,Durum,Punjab,Rabi,Clay,68.74076852,77.01902321,52.42735695,27.21852577,40.75825346,4.516291394,195.2596792,5321.61
Rice,Jasmine,Uttar Pradesh,Kharif,Clay,59.7210833,81.57134117,19.9569573,37.49756464,73.9531485,5.199549519,198.7547695,5272.66
Rice,Arborio,West Bengal,Kharif,Peaty,99.83822728,40.73634839,89.4778716,25.88801427,79.55224429,7.492417678,86.15883054,6171.71
Rice,Jasmine,Andhra Pradesh,Kharif,Loamy,13.03612508,33.20027495,87.30803675,19.12200618,54.58380536,5.097099254,188.1218762,4952.82
Maize,Flint,Rajasthan,Rabi,Sandy,77.05179258,10.30634016,44.8527598,35.94187302,98.11828887,8.089534356,40.69665436,4294.64
Potato,Yukon Gold,Madhya Pradesh,Rabi,Sandy,20.6018733,63.39082396,86.21979457,20.17978834,93.73677561,7.485833598,63.33999825,21466.8
Tomato,Beefsteak,Madhya Pradesh,Rabi,Loamy,89.28141878,52.47100178,72.18124981,28.68240439,79.79650925,7.555986327,348.2216138,45350.4
Rice,Basmati,Andhra Pradesh,Kharif,Saline,68.51097329,49.50029026,99.39793009,23.49583671,83.26180334,5.015656525,299.2696644,4717.3
Tomato,Roma,Karnataka,Rabi,Loamy,30.50057977,47.01112425,19.07748542,12.0821402,53.56324021,4.6294387,332.7072534,32176.7
Potato,Red,West Bengal,Rabi,Sandy,98.37605746,66.13962864,92.1552883,14.44814765,67.90444438,4.995150449,211.7220918,28022.15
Wheat,Soft Red,Madhya Pradesh,Rabi,Peaty,83.20449607,88.6585772,47.46648596,14.07905048,53.5229283,5.496392472,99.05831689,4439.81
Sugarcane,Co 0238,Andhra Pradesh,Kharif,Peaty,148.0751485,24.89357676,70.11000425,23.24067735,48.97456487,6.819068945,197.3724499,95145.93
Rice,Jasmine,West Bengal,Kharif,Sandy,11.82241305,7.200053553,93.46494234,27.3738099,32.52040056,8.38869016,197.0057902,4032.31
Sugarcane,Co 86032,Maharashtra,Kharif,Sandy,31.80191515,69.16754096,60.6019735,41.85612923,41.16676717,5.941440295,225.6033021,73751.87
Sugarcane,Co 99004,Karnataka,Rabi,Clay,50.96640629,8.124762962,57.83833976,25.88029223,46.51845151,5.24487452,308.2538402,84054.68
Sugarcane,Co 0238,Karnataka,Kharif,Clay,66.2068976,50.08262859,13.22196994,43.4109182,92.15328611,6.460313262,266.3661837,91773.27
Wheat,Hard Red,Madhya Pradesh,Rabi,Clay,146.664825,21.11770733,14.19619052,40.11701065,42.99392572,8.062777844,325.3456252,4960.96
Tomato,Cherry,Andhra Pradesh,Kharif,Loamy,11.98302428,52.65238418,66.80392082,30.50346348,35.83693113,7.223211421,318.4576145,35386.63
Potato,Russet,Punjab,Zaid,Silt,121.6702904,79.43558663,30.90442598,37.17759896,49.04998791,4.75369888,375.433985,33597.98
Wheat,Hard Red,Rajasthan,Rabi,Peaty,46.84805249,87.09906733,86.77785884,39.22749156,34.75969355,6.005830252,80.75160677,4247.87
Potato,Yukon Gold,Punjab,Rabi,Loamy,121.3195966,62.94016101,94.80685894,40.99848109,92.92878725,7.433942445,284.6224565,43910.04
Rice,Jasmine,Tamil Nadu,Kharif,Clay,135.1007509,11.67141864,43.86815821,29.38438375,51.35423818,7.34556588,109.5745567,5137.91
Maize,Dent,Maharashtra,Kharif,Silt,43.70652294,85.28388784,74.21580059,12.91031458,90.50769843,4.593125013,81.00344956,6922.88
Potato,Russet,Madhya Pradesh,Rabi,Saline,116.4091559,76.74078274,68.35737089,32.35578371,71.26427673,4.944057589,326.9124272,25035.9
Maize,Flint,Madhya Pradesh,Kharif,Silt,125.7334672,48.33505096,44.56783755,22.21915192,31.88241459,5.83223002,124.3368302,7035.38
Sugarcane,Co 0238,Karnataka,Rabi,Sandy,71.8042883,40.67388938,20.68217315,24.76441919,67.62526761,8.495687548,397.0172768,76703.15
Sugarcane,Co 0238,Uttar Pradesh,Kharif,Loamy,35.45892965,34.27183724,34.29428103,40.4022581,56.57131223,6.140055106,275.0242943,103422.35
Potato,Yukon Gold,Haryana,Rabi,Saline,88.89594098,47.73566074,43.60845082,15.10393921,92.421601,5.192257106,181.8383126,23626.8
Rice,Arborio,Uttar Pradesh,Kharif,Silt,101.8142496,73.31850307,79.6186563,25.23209609,56.81676832,7.396458538,150.7801973,8066.51
Tomato,Cherry,Madhya Pradesh,Rabi,Sandy,80.23183155,17.59688826,37.69787051,25.84474844,97.6389657,7.312515841,53.37154267,21384.29
Potato,Yukon Gold,Haryana,Rabi,Loamy,15.80732741,64.48336907,41.62040432,28.99296624,93.04787828,5.134666784,297.71239,31732.49
Rice,Arborio,Andhra Pradesh,Kharif,Saline,47.38174671,78.28424928,44.04107527,37.44853286,40.59709297,5.424796211,289.4212081,5035.7
Rice,Jasmine,Uttar Pradesh,Kharif,Sandy,49.07372474,50.80977967,33.1936428,27.68467595,86.3896016,4.59664706,265.0551406,4732.87
Wheat,Durum,Haryana,Rabi,Peaty,97.35438334,18.55300001,24.37825765,38.31076402,45.98084236,6.934924696,229.3375014,4836.51
Sugarcane,Co 86032,Andhra Pradesh,Kharif,Sandy,36.49805971,76.80568121,88.29617287,19.53734953,36.05817093,8.190038305,216.2645323,72910
Potato,Yukon Gold,West Bengal,Zaid,Peaty,79.43373715,27.30403542,90.1824244,17.94336412,88.08460067,4.694360861,65.17581578,22890.79
Rice,Basmati,Uttar Pradesh,Kharif,Clay,44.94368231,25.21131717,45.81676959,41.11430032,69.67380407,6.461783665,371.1538978,5500.53
Rice,Arborio,Andhra Pradesh,Zaid,Clay,18.89332116,6.326321524,52.76158244,41.96768552,40.01803947,6.144865398,361.0604954,4689.35
